country,city,region,type,size,sports,percentage,Links,logo,Music,University
United States,Washington D.C.,North America,Private,M,VollyBall,B,https://www.topuniversities.com/universities/howard-university,https://www.topuniversities.com/sites/default/files/howard-university_592560cf2aeae70239af4dc1_small.jpg,NO,Howard University
South Korea,Incheon,Asia,Private,L,Football,C,https://www.topuniversities.com/universities/inha-university,https://www.topuniversities.com/sites/default/files/inha-university_592560cf2aeae70239af4d3a_small.jpg,YES,Inha University
Austria,Linz,Europe,Public,M,VollyBall,A,https://www.topuniversities.com/universities/johannes-kepler-university-linz,https://www.topuniversities.com/sites/default/files/johannes-kepler-university-linz_349_small.jpg,NO,Johannes Kepler University Linz
Japan,Kagoshima City,Asia,Public,M,VollyBall,E,https://www.topuniversities.com/universities/kagoshima-university,https://www.topuniversities.com/sites/default/files/kagoshima-university_592560cf2aeae70239af4bb6_small.jpg,NO,Kagoshima University
Japan,Kanazawa,Asia,Public,M,VollyBall,A,https://www.topuniversities.com/universities/kanazawa-university,https://www.topuniversities.com/sites/default/files/kanazawa-university_592560cf2aeae70239af4bb7_small.jpg,NO,Kanazawa University
United Kingdom,Keele,Europe,Public,M,VollyBall,B,https://www.topuniversities.com/universities/keele-university,https://www.topuniversities.com/sites/default/files/keele-university-_592560cf2aeae70239af50e5_small.jpg,NO,Keele University 
Japan,Kumamoto City,Asia,Public,M,VollyBall,B,https://www.topuniversities.com/universities/kumamoto-university,https://www.topuniversities.com/sites/default/files/kumamoto-university_326_small.jpg,NO,Kumamoto University
China (Mainland),Lanzhou,Asia,Public,XL,Cricket,C,https://www.topuniversities.com/universities/lanzhou-university,https://www.topuniversities.com/sites/default/files/lanzhou-university_592560cf2aeae70239af4df2_small.jpg,YES,Lanzhou University
Russia,Saratov,Europe,Public,M,VollyBall,B,https://www.topuniversities.com/universities/national-research-saratov-state-university,https://www.topuniversities.com/sites/default/files/national-research-saratov-state-university_1498_small.jpg,NO,National Research Saratov State University
Taiwan,Taipei City,Asia,Public,M,VollyBall,A,https://www.topuniversities.com/universities/national-taipei-university-technology,https://www.topuniversities.com/sites/default/files/national-taipei-university-of-technology_1993_small.jpg,NO,National Taipei University of Technology
Ukraine,Kyiv,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/national-technical-university-ukraine-igor-sikorsky-kyiv-polytechnic-institute,https://www.topuniversities.com/sites/default/files/national-technical-university-of-ukraine-igor-sikorsky-kyiv-polytechnic-institute_592560cf2aeae70239af55b9_small.jpg,YES,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"""
Germany,Marburg,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/philipps-universitat-marburg,https://www.topuniversities.com/sites/default/files/philipps-universitt-marburg_392_small.jpg,YES,Philipps-university Marburg 
Spain,Madrid,Europe,Public,XL,Cricket,D,https://www.topuniversities.com/universities/universidad-politecnica-de-madrid,https://www.topuniversities.com/sites/default/files/politcnica-de-madrid_1507_small.jpg,YES,Universidad Polytechnic de Madrid (UPM)
South Africa,Grahamstown,Africa,Public,M,VollyBall,E,https://www.topuniversities.com/universities/rhodes-university,https://www.topuniversities.com/sites/default/files/rhodes-university-_592560cf2aeae70239af4f44_small.jpg,NO,Rhodes University 
China (Mainland),Chengdu,Asia,Public,XL,Cricket,D,https://www.topuniversities.com/universities/sichuan-university,https://www.topuniversities.com/sites/default/files/sichuan-university_885_small.jpg,YES,Sichuan University
China (Mainland),Guangzhou,Asia,Public,XL,Cricket,A,https://www.topuniversities.com/universities/south-china-university-technology,https://www.topuniversities.com/sites/default/files/south-china-university-of-technology_887_small.jpg,YES,South China University of Technology
Russia,Rostov-on-Don,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/southern-federal-university,https://www.topuniversities.com/sites/default/files/southern-federal-university_592560cf2aeae70239af5301_small.jpg,YES,Southern Federal University
United States,Syracuse,North America,Private,L,Football,E,https://www.topuniversities.com/universities/syracuse-university,https://www.topuniversities.com/sites/default/files/syracuse-university_812_small.jpg,YES,Syracuse University
Germany,Dortmund,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/tu-dortmund-university,https://www.topuniversities.com/sites/default/files/tu-dortmund-university_592560cf2aeae70239af4b24_small.jpg,YES,TU Dortmund University
Japan,Tokyo,Asia,Public,M,VollyBall,C,https://www.topuniversities.com/universities/tokyo-university-agriculture-technology,https://www.topuniversities.com/sites/default/files/tokyo-university-of-agriculture-and-technology_1030_small.jpg,NO,Tokyo University of Agriculture and Technology 
Italy,Pavia,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/universita-degli-studi-di-pavia,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-pavia_592560cf2aeae70239af4c70_small.jpg,YES,Universitas  degli Studi di Pavia
United Kingdom,Bradford,Europe,Public,M,VollyBall,E,https://www.topuniversities.com/universities/university-bradford,https://www.topuniversities.com/sites/default/files/university-of-bradford_592560cf2aeae70239af4ac5_small.jpg,NO,University of Bradford
Australia,Bruce,Oceania,Public,M,VollyBall,B,https://www.topuniversities.com/universities/university-canberra,https://www.topuniversities.com/sites/default/files/university-of-canberra_844_small.jpg,NO,University of Canberra 
United States,Cincinnati,North America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/university-cincinnati,https://www.topuniversities.com/sites/default/files/university-of-cincinnati_129_small.jpg,YES,University of Cincinnati
United Kingdom,Hull,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/university-hull,https://www.topuniversities.com/sites/default/files/university-of-hull_592560cf2aeae70239af4b93_small.jpg,YES,University of Hull
Jordan,Amman,Asia,Public,XL,Cricket,E,https://www.topuniversities.com/universities/university-jordan,https://www.topuniversities.com/sites/default/files/university-of-jordan_592560cf2aeae70239af533b_small.jpg,YES,University of Jordan
United States,Boston,North America,Public,L,Football,B,https://www.topuniversities.com/universities/university-massachusetts-boston,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-boston_592560cf2aeae70239af566b_small.jpg,YES,University of Massachusetts Boston
United States,Columbia,North America,Public,L,Football,D,https://www.topuniversities.com/universities/university-missouri-columbia,https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small.jpg,YES,"University of Missouri, Columbia"
United States,Eugene,North America,Public,L,Football,D,https://www.topuniversities.com/universities/university-oregon,https://www.topuniversities.com/sites/default/files/university-of-oregon_592560cf2aeae70239af4c58_small.jpg,YES,University of Oregon
China (Mainland),Beijing,Asia,Public,L,Football,A,https://www.topuniversities.com/universities/university-science-technology-beijing,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-beijing_2004_small.jpg,YES,University of Science and Technology Beijing
United States,Columbia,North America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/university-south-carolina,https://www.topuniversities.com/sites/default/files/university-of-south-carolina_539_small.jpg,YES,University of South Carolina
"Iran, Islamic Republic of",Tehran,Asia,Public,XL,Cricket,A,https://www.topuniversities.com/universities/university-tehran,https://www.topuniversities.com/sites/default/files/university-of-tehran_699_small.jpg,YES,University of Tehran
South Korea,Ulsan,Asia,Private,L,Football,C,https://www.topuniversities.com/universities/university-ulsan,https://www.topuniversities.com/sites/default/files/university-of-ulsan_1111_small.jpg,YES,University of Ulsan 
United States,Burlington,North America,Public,L,Football,E,https://www.topuniversities.com/universities/university-vermont,https://www.topuniversities.com/sites/default/files/university-of-vermont_808_small.jpg,YES,University of Vermont
Australia,Milperra,Oceania,Public,XL,Cricket,B,https://www.topuniversities.com/universities/western-sydney-university,https://www.topuniversities.com/sites/default/files/western-sydney-university_848_small.jpg,YES, Western Sydney University
Colombia,Medellin,Latin America,Public,XL,Cricket,A,https://www.topuniversities.com/universities/universidad-de-antioquia,https://www.topuniversities.com/sites/default/files/universidad-de-antioquia_592560cf2aeae70239af5149_small.jpg,YES,Universidad de Antioquia
Argentina,CÃƒÂ³rdoba,Latin America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/universidad-nacional-de-cordoba-unc,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-crdoba-unc_592560cf2aeae70239af511e_small.jpg,YES,Universidad Nacional de CÃ³rdoba - UNC
Spain,Seville,Europe,Public,XL,Cricket,E,https://www.topuniversities.com/universities/universidad-de-sevilla,https://www.topuniversities.com/sites/default/files/universidad-de-sevilla_554_small.jpg,YES,Universidad de Sevilla
Venezuela,Guayana City,Latin America,Private,L,Football,C,https://www.topuniversities.com/universities/universidad-catolica-andres-bello,https://www.topuniversities.com/sites/default/files/universidad-catlica-andres-bello_592560cf2aeae70239af4a98_small.jpg,YES,Universidad CatÃ³lica Andres Bello
Chile,Valparaiso,Latin America,Private,L,Football,E,https://www.topuniversities.com/universities/pontificia-universidad-catolica-de-valparaiso,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-valparaso_733_small.jpg,YES,Pontificia Universidad CatÃ³lica de Valparaiso
Brazil,Brasilia,Latin America,Public,XL,Cricket,E,https://www.topuniversities.com/universities/universidade-de-brasilia,https://www.topuniversities.com/sites/default/files/universidade-de-braslia_1726_small.jpg,YES,Universidade de Brasilia
Chile,ConcepciÃƒÂ³n,Latin America,Private,L,Football,A,https://www.topuniversities.com/universities/universidad-de-concepcion,https://www.topuniversities.com/sites/default/files/universidad-de-concepcin_1700_small.jpg,YES,Universidad de ConcepciÃ³n
Thailand,Bangkok,Asia,Public,L,Football,D,https://www.topuniversities.com/universities/thammasat-university,https://www.topuniversities.com/sites/default/files/thammasat-university_592560cf2aeae70239af4ce1_small.jpg,YES,Thammasat University
Germany,Bielefeld,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/bielefeld-university,https://www.topuniversities.com/sites/default/files/universitt-bielefeld_57_small.jpg,YES,Bielefeld University
South Korea,Suwon,Asia,Private,M,VollyBall,D,https://www.topuniversities.com/universities/ajou-university,https://www.topuniversities.com/sites/default/files/ajou-university_1034_small.jpg,NO,Ajou University 
Israel,Ramat Gan,Asia,Public,L,Football,A,https://www.topuniversities.com/universities/bar-ilan-university,https://www.topuniversities.com/sites/default/files/bar-ilan-university_997_small.jpg,YES,Bar-Ilan University
Australia,Norman Gardens,Oceania,Public,M,VollyBall,B,https://www.topuniversities.com/universities/central-queensland-university-cquniversity-australia,https://www.topuniversities.com/sites/default/files/central-queensland-university-_592560cf2aeae70239af4dca_small.jpg,NO,Central Queensland University (University Australia)
South Korea,Gwangju,Asia,Public,L,Football,D,https://www.topuniversities.com/universities/chonnam-national-university,https://www.topuniversities.com/sites/default/files/chonnam-national-university_125_small.jpg,YES,Chonnam National University
United States,Potsdam,North America,Private,S,Tanis,E,https://www.topuniversities.com/universities/clarkson-university,https://www.topuniversities.com/sites/default/files/clarkson-university_592560cf2aeae70239af5181_small.jpg,NO,Clarkson University
